clientid,dpid,customerId,pan,accountNumber
40022255,IN022256,900022254,AABC9106J,1.00E+14
40022256,IN022257,900022255,AABC9107J,1.00E+14
40022257,IN022258,900022256,AABC9108J,1.00E+14
40022258,IN022259,900022257,AABC9109J,1.00E+14
40022259,IN022260,900022258,AABC9110J,1.00E+14
40022260,IN022261,900022259,AABC9111J,1.00E+14
40022261,IN022262,900022260,AABC9112J,1.00E+14
40022262,IN022263,900022261,AABC9113J,1.00E+14
40022263,IN022264,900022262,AABC9114J,1.00E+14
40022264,IN022265,900022263,AABC9115J,1.00E+14
40022265,IN022266,900022264,AABC9116J,1.00E+14
40022266,IN022267,900022265,AABC9117J,1.00E+14
40022267,IN022268,900022266,AABC9118J,1.00E+14
40022268,IN022269,900022267,AABC9119J,1.00E+14
40022269,IN022270,900022268,AABC9120J,1.00E+14
40022270,IN022271,900022269,AABC9121J,1.00E+14
40022271,IN022272,900022270,AABC9122J,1.00E+14
40022272,IN022273,900022271,AABC9123J,1.00E+14
40022273,IN022274,900022272,AABC9124J,1.00E+14
40022274,IN022275,900022273,AABC9125J,1.00E+14
40022275,IN022276,900022274,AABC9126J,1.00E+14
40022276,IN022277,900022275,AABC9127J,1.00E+14
40022277,IN022278,900022276,AABC9128J,1.00E+14
40022278,IN022279,900022277,AABC9129J,1.00E+14
40022279,IN022280,900022278,AABC9130J,1.00E+14
40022280,IN022281,900022279,AABC9131J,1.00E+14
40022281,IN022282,900022280,AABC9132J,1.00E+14
40022282,IN022283,900022281,AABC9133J,1.00E+14
40022283,IN022284,900022282,AABC9134J,1.00E+14
40022284,IN022285,900022283,AABC9135J,1.00E+14
40022285,IN022286,900022284,AABC9136J,1.00E+14
40022286,IN022287,900022285,AABC9137J,1.00E+14
40022287,IN022288,900022286,AABC9138J,1.00E+14
40022288,IN022289,900022287,AABC9139J,1.00E+14
40022289,IN022290,900022288,AABC9140J,1.00E+14
40022290,IN022291,900022289,AABC9141J,1.00E+14
40022291,IN022292,900022290,AABC9142J,1.00E+14
40022292,IN022293,900022291,AABC9143J,1.00E+14
40022293,IN022294,900022292,AABC9144J,1.00E+14
40022294,IN022295,900022293,AABC9145J,1.00E+14
40022295,IN022296,900022294,AABC9146J,1.00E+14
40022296,IN022297,900022295,AABC9147J,1.00E+14
40022297,IN022298,900022296,AABC9148J,1.00E+14
40022298,IN022299,900022297,AABC9149J,1.00E+14
40022299,IN022300,900022298,AABC9150J,1.00E+14
40022300,IN022301,900022299,AABC9151J,1.00E+14
40022301,IN022302,900022300,AABC9152J,1.00E+14
40022302,IN022303,900022301,AABC9153J,1.00E+14
40022303,IN022304,900022302,AABC9154J,1.00E+14
40022304,IN022305,900022303,AABC9155J,1.00E+14
40022305,IN022306,900022304,AABC9156J,1.00E+14
40022306,IN022307,900022305,AABC9157J,1.00E+14
40022307,IN022308,900022306,AABC9158J,1.00E+14
40022308,IN022309,900022307,AABC9159J,1.00E+14
40022309,IN022310,900022308,AABC9160J,1.00E+14
40022310,IN022311,900022309,AABC9161J,1.00E+14
40022311,IN022312,900022310,AABC9162J,1.00E+14
40022312,IN022313,900022311,AABC9163J,1.00E+14
40022313,IN022314,900022312,AABC9164J,1.00E+14
40022314,IN022315,900022313,AABC9165J,1.00E+14
40022315,IN022316,900022314,AABC9166J,1.00E+14
40022316,IN022317,900022315,AABC9167J,1.00E+14
40022317,IN022318,900022316,AABC9168J,1.00E+14
40022318,IN022319,900022317,AABC9169J,1.00E+14
40022319,IN022320,900022318,AABC9170J,1.00E+14
40022320,IN022321,900022319,AABC9171J,1.00E+14
40022321,IN022322,900022320,AABC9172J,1.00E+14
40022322,IN022323,900022321,AABC9173J,1.00E+14
40022323,IN022324,900022322,AABC9174J,1.00E+14
40022324,IN022325,900022323,AABC9175J,1.00E+14
40022325,IN022326,900022324,AABC9176J,1.00E+14
40022326,IN022327,900022325,AABC9177J,1.00E+14
40022327,IN022328,900022326,AABC9178J,1.00E+14
40022328,IN022329,900022327,AABC9179J,1.00E+14
40022329,IN022330,900022328,AABC9180J,1.00E+14
40022330,IN022331,900022329,AABC9181J,1.00E+14
40022331,IN022332,900022330,AABC9182J,1.00E+14
40022332,IN022333,900022331,AABC9183J,1.00E+14
40022333,IN022334,900022332,AABC9184J,1.00E+14
40022334,IN022335,900022333,AABC9185J,1.00E+14
40022335,IN022336,900022334,AABC9186J,1.00E+14
40022336,IN022337,900022335,AABC9187J,1.00E+14
40022337,IN022338,900022336,AABC9188J,1.00E+14
40022338,IN022339,900022337,AABC9189J,1.00E+14
40022339,IN022340,900022338,AABC9190J,1.00E+14
40022340,IN022341,900022339,AABC9191J,1.00E+14
40022341,IN022342,900022340,AABC9192J,1.00E+14
40022342,IN022343,900022341,AABC9193J,1.00E+14
40022343,IN022344,900022342,AABC9194J,1.00E+14
40022344,IN022345,900022343,AABC9195J,1.00E+14
40022345,IN022346,900022344,AABC9196J,1.00E+14
40022346,IN022347,900022345,AABC9197J,1.00E+14
40022347,IN022348,900022346,AABC9198J,1.00E+14
40022348,IN022349,900022347,AABC9199J,1.00E+14
40022349,IN022350,900022348,AABC9200J,1.00E+14
40022350,IN022351,900022349,AABC9201J,1.00E+14
40022351,IN022352,900022350,AABC9202J,1.00E+14
40022352,IN022353,900022351,AABC9203J,1.00E+14
40022353,IN022354,900022352,AABC9204J,1.00E+14
40022354,IN022355,900022353,AABC9205J,1.00E+14
40022355,IN022356,900022354,AABC9206J,1.00E+14
40022356,IN022357,900022355,AABC9207J,1.00E+14
40022357,IN022358,900022356,AABC9208J,1.00E+14
40022358,IN022359,900022357,AABC9209J,1.00E+14
40022359,IN022360,900022358,AABC9210J,1.00E+14
40022360,IN022361,900022359,AABC9211J,1.00E+14
40022361,IN022362,900022360,AABC9212J,1.00E+14
40022362,IN022363,900022361,AABC9213J,1.00E+14
40022363,IN022364,900022362,AABC9214J,1.00E+14
40022364,IN022365,900022363,AABC9215J,1.00E+14
40022365,IN022366,900022364,AABC9216J,1.00E+14
40022366,IN022367,900022365,AABC9217J,1.00E+14
40022367,IN022368,900022366,AABC9218J,1.00E+14
40022368,IN022369,900022367,AABC9219J,1.00E+14
40022369,IN022370,900022368,AABC9220J,1.00E+14
40022370,IN022371,900022369,AABC9221J,1.00E+14
40022371,IN022372,900022370,AABC9222J,1.00E+14
40022372,IN022373,900022371,AABC9223J,1.00E+14
40022373,IN022374,900022372,AABC9224J,1.00E+14
40022374,IN022375,900022373,AABC9225J,1.00E+14
40022375,IN022376,900022374,AABC9226J,1.00E+14
40022376,IN022377,900022375,AABC9227J,1.00E+14
40022377,IN022378,900022376,AABC9228J,1.00E+14
40022378,IN022379,900022377,AABC9229J,1.00E+14
40022379,IN022380,900022378,AABC9230J,1.00E+14
40022380,IN022381,900022379,AABC9231J,1.00E+14
40022381,IN022382,900022380,AABC9232J,1.00E+14
40022382,IN022383,900022381,AABC9233J,1.00E+14
40022383,IN022384,900022382,AABC9234J,1.00E+14
40022384,IN022385,900022383,AABC9235J,1.00E+14
40022385,IN022386,900022384,AABC9236J,1.00E+14
40022386,IN022387,900022385,AABC9237J,1.00E+14
40022387,IN022388,900022386,AABC9238J,1.00E+14
40022388,IN022389,900022387,AABC9239J,1.00E+14
40022389,IN022390,900022388,AABC9240J,1.00E+14
40022390,IN022391,900022389,AABC9241J,1.00E+14
40022391,IN022392,900022390,AABC9242J,1.00E+14
40022392,IN022393,900022391,AABC9243J,1.00E+14
40022393,IN022394,900022392,AABC9244J,1.00E+14
40022394,IN022395,900022393,AABC9245J,1.00E+14
40022395,IN022396,900022394,AABC9246J,1.00E+14
40022396,IN022397,900022395,AABC9247J,1.00E+14
40022397,IN022398,900022396,AABC9248J,1.00E+14
40022398,IN022399,900022397,AABC9249J,1.00E+14
40022399,IN022400,900022398,AABC9250J,1.00E+14
40022400,IN022401,900022399,AABC9251J,1.00E+14
40022401,IN022402,900022400,AABC9252J,1.00E+14
40022402,IN022403,900022401,AABC9253J,1.00E+14
40022403,IN022404,900022402,AABC9254J,1.00E+14
40022404,IN022405,900022403,AABC9255J,1.00E+14
40022405,IN022406,900022404,AABC9256J,1.00E+14
40022406,IN022407,900022405,AABC9257J,1.00E+14
40022407,IN022408,900022406,AABC9258J,1.00E+14
40022408,IN022409,900022407,AABC9259J,1.00E+14
40022409,IN022410,900022408,AABC9260J,1.00E+14
40022410,IN022411,900022409,AABC9261J,1.00E+14
40022411,IN022412,900022410,AABC9262J,1.00E+14
40022412,IN022413,900022411,AABC9263J,1.00E+14
40022413,IN022414,900022412,AABC9264J,1.00E+14
40022414,IN022415,900022413,AABC9265J,1.00E+14
40022415,IN022416,900022414,AABC9266J,1.00E+14
40022416,IN022417,900022415,AABC9267J,1.00E+14
40022417,IN022418,900022416,AABC9268J,1.00E+14
40022418,IN022419,900022417,AABC9269J,1.00E+14
40022419,IN022420,900022418,AABC9270J,1.00E+14
40022420,IN022421,900022419,AABC9271J,1.00E+14
40022421,IN022422,900022420,AABC9272J,1.00E+14
40022422,IN022423,900022421,AABC9273J,1.00E+14
40022423,IN022424,900022422,AABC9274J,1.00E+14
40022424,IN022425,900022423,AABC9275J,1.00E+14
40022425,IN022426,900022424,AABC9276J,1.00E+14
40022426,IN022427,900022425,AABC9277J,1.00E+14
40022427,IN022428,900022426,AABC9278J,1.00E+14
40022428,IN022429,900022427,AABC9279J,1.00E+14
40022429,IN022430,900022428,AABC9280J,1.00E+14
40022430,IN022431,900022429,AABC9281J,1.00E+14
40022431,IN022432,900022430,AABC9282J,1.00E+14
40022432,IN022433,900022431,AABC9283J,1.00E+14
40022433,IN022434,900022432,AABC9284J,1.00E+14
40022434,IN022435,900022433,AABC9285J,1.00E+14
40022435,IN022436,900022434,AABC9286J,1.00E+14
40022436,IN022437,900022435,AABC9287J,1.00E+14
40022437,IN022438,900022436,AABC9288J,1.00E+14
40022438,IN022439,900022437,AABC9289J,1.00E+14
40022439,IN022440,900022438,AABC9290J,1.00E+14
40022440,IN022441,900022439,AABC9291J,1.00E+14
40022441,IN022442,900022440,AABC9292J,1.00E+14
40022442,IN022443,900022441,AABC9293J,1.00E+14
40022443,IN022444,900022442,AABC9294J,1.00E+14
40022444,IN022445,900022443,AABC9295J,1.00E+14
40022445,IN022446,900022444,AABC9296J,1.00E+14
40022446,IN022447,900022445,AABC9297J,1.00E+14
40022447,IN022448,900022446,AABC9298J,1.00E+14
40022448,IN022449,900022447,AABC9299J,1.00E+14
40022449,IN022450,900022448,AABC9300J,1.00E+14
40022450,IN022451,900022449,AABC9301J,1.00E+14
40022451,IN022452,900022450,AABC9302J,1.00E+14
40022452,IN022453,900022451,AABC9303J,1.00E+14
40022453,IN022454,900022452,AABC9304J,1.00E+14
40022454,IN022455,900022453,AABC9305J,1.00E+14
40022455,IN022456,900022454,AABC9306J,1.00E+14
40022456,IN022457,900022455,AABC9307J,1.00E+14
40022457,IN022458,900022456,AABC9308J,1.00E+14
40022458,IN022459,900022457,AABC9309J,1.00E+14
40022459,IN022460,900022458,AABC9310J,1.00E+14
40022460,IN022461,900022459,AABC9311J,1.00E+14
40022461,IN022462,900022460,AABC9312J,1.00E+14
40022462,IN022463,900022461,AABC9313J,1.00E+14
40022463,IN022464,900022462,AABC9314J,1.00E+14
40022464,IN022465,900022463,AABC9315J,1.00E+14
40022465,IN022466,900022464,AABC9316J,1.00E+14
40022466,IN022467,900022465,AABC9317J,1.00E+14
40022467,IN022468,900022466,AABC9318J,1.00E+14
40022468,IN022469,900022467,AABC9319J,1.00E+14
40022469,IN022470,900022468,AABC9320J,1.00E+14
40022470,IN022471,900022469,AABC9321J,1.00E+14
40022471,IN022472,900022470,AABC9322J,1.00E+14
40022472,IN022473,900022471,AABC9323J,1.00E+14
40022473,IN022474,900022472,AABC9324J,1.00E+14
40022474,IN022475,900022473,AABC9325J,1.00E+14
40022475,IN022476,900022474,AABC9326J,1.00E+14
40022476,IN022477,900022475,AABC9327J,1.00E+14
40022477,IN022478,900022476,AABC9328J,1.00E+14
40022478,IN022479,900022477,AABC9329J,1.00E+14
40022479,IN022480,900022478,AABC9330J,1.00E+14
40022480,IN022481,900022479,AABC9331J,1.00E+14
40022481,IN022482,900022480,AABC9332J,1.00E+14
40022482,IN022483,900022481,AABC9333J,1.00E+14
40022483,IN022484,900022482,AABC9334J,1.00E+14
40022484,IN022485,900022483,AABC9335J,1.00E+14
40022485,IN022486,900022484,AABC9336J,1.00E+14
40022486,IN022487,900022485,AABC9337J,1.00E+14
40022487,IN022488,900022486,AABC9338J,1.00E+14
40022488,IN022489,900022487,AABC9339J,1.00E+14
40022489,IN022490,900022488,AABC9340J,1.00E+14
40022490,IN022491,900022489,AABC9341J,1.00E+14
40022491,IN022492,900022490,AABC9342J,1.00E+14
40022492,IN022493,900022491,AABC9343J,1.00E+14
40022493,IN022494,900022492,AABC9344J,1.00E+14
40022494,IN022495,900022493,AABC9345J,1.00E+14
40022495,IN022496,900022494,AABC9346J,1.00E+14
40022496,IN022497,900022495,AABC9347J,1.00E+14
40022497,IN022498,900022496,AABC9348J,1.00E+14
40022498,IN022499,900022497,AABC9349J,1.00E+14
40022499,IN022500,900022498,AABC9350J,1.00E+14
40022500,IN022501,900022499,AABC9351J,1.00E+14
40022501,IN022502,900022500,AABC9352J,1.00E+14
40022502,IN022503,900022501,AABC9353J,1.00E+14
40022503,IN022504,900022502,AABC9354J,1.00E+14
40022504,IN022505,900022503,AABC9355J,1.00E+14
40022505,IN022506,900022504,AABC9356J,1.00E+14
40022506,IN022507,900022505,AABC9357J,1.00E+14
40022507,IN022508,900022506,AABC9358J,1.00E+14
40022508,IN022509,900022507,AABC9359J,1.00E+14
40022509,IN022510,900022508,AABC9360J,1.00E+14
40022510,IN022511,900022509,AABC9361J,1.00E+14
40022511,IN022512,900022510,AABC9362J,1.00E+14
40022512,IN022513,900022511,AABC9363J,1.00E+14
40022513,IN022514,900022512,AABC9364J,1.00E+14
40022514,IN022515,900022513,AABC9365J,1.00E+14
40022515,IN022516,900022514,AABC9366J,1.00E+14
40022516,IN022517,900022515,AABC9367J,1.00E+14
40022517,IN022518,900022516,AABC9368J,1.00E+14
40022518,IN022519,900022517,AABC9369J,1.00E+14
40022519,IN022520,900022518,AABC9370J,1.00E+14
40022520,IN022521,900022519,AABC9371J,1.00E+14
40022521,IN022522,900022520,AABC9372J,1.00E+14
40022522,IN022523,900022521,AABC9373J,1.00E+14
40022523,IN022524,900022522,AABC9374J,1.00E+14
40022524,IN022525,900022523,AABC9375J,1.00E+14
40022525,IN022526,900022524,AABC9376J,1.00E+14
40022526,IN022527,900022525,AABC9377J,1.00E+14
40022527,IN022528,900022526,AABC9378J,1.00E+14
40022528,IN022529,900022527,AABC9379J,1.00E+14
40022529,IN022530,900022528,AABC9380J,1.00E+14
40022530,IN022531,900022529,AABC9381J,1.00E+14
40022531,IN022532,900022530,AABC9382J,1.00E+14
40022532,IN022533,900022531,AABC9383J,1.00E+14
40022533,IN022534,900022532,AABC9384J,1.00E+14
40022534,IN022535,900022533,AABC9385J,1.00E+14
40022535,IN022536,900022534,AABC9386J,1.00E+14
40022536,IN022537,900022535,AABC9387J,1.00E+14
40022537,IN022538,900022536,AABC9388J,1.00E+14
40022538,IN022539,900022537,AABC9389J,1.00E+14
40022539,IN022540,900022538,AABC9390J,1.00E+14
40022540,IN022541,900022539,AABC9391J,1.00E+14
40022541,IN022542,900022540,AABC9392J,1.00E+14
40022542,IN022543,900022541,AABC9393J,1.00E+14
40022543,IN022544,900022542,AABC9394J,1.00E+14
40022544,IN022545,900022543,AABC9395J,1.00E+14
40022545,IN022546,900022544,AABC9396J,1.00E+14
40022546,IN022547,900022545,AABC9397J,1.00E+14
40022547,IN022548,900022546,AABC9398J,1.00E+14
40022548,IN022549,900022547,AABC9399J,1.00E+14
40022549,IN022550,900022548,AABC9400J,1.00E+14
40022550,IN022551,900022549,AABC9401J,1.00E+14
40022551,IN022552,900022550,AABC9402J,1.00E+14
40022552,IN022553,900022551,AABC9403J,1.00E+14
40022553,IN022554,900022552,AABC9404J,1.00E+14
40022554,IN022555,900022553,AABC9405J,1.00E+14
40022555,IN022556,900022554,AABC9406J,1.00E+14
40022556,IN022557,900022555,AABC9407J,1.00E+14
40022557,IN022558,900022556,AABC9408J,1.00E+14
40022558,IN022559,900022557,AABC9409J,1.00E+14
40022559,IN022560,900022558,AABC9410J,1.00E+14
40022560,IN022561,900022559,AABC9411J,1.00E+14
40022561,IN022562,900022560,AABC9412J,1.00E+14
40022562,IN022563,900022561,AABC9413J,1.00E+14
40022563,IN022564,900022562,AABC9414J,1.00E+14
40022564,IN022565,900022563,AABC9415J,1.00E+14
40022565,IN022566,900022564,AABC9416J,1.00E+14
40022566,IN022567,900022565,AABC9417J,1.00E+14
40022567,IN022568,900022566,AABC9418J,1.00E+14
40022568,IN022569,900022567,AABC9419J,1.00E+14
40022569,IN022570,900022568,AABC9420J,1.00E+14
40022570,IN022571,900022569,AABC9421J,1.00E+14
40022571,IN022572,900022570,AABC9422J,1.00E+14
40022572,IN022573,900022571,AABC9423J,1.00E+14
40022573,IN022574,900022572,AABC9424J,1.00E+14
40022574,IN022575,900022573,AABC9425J,1.00E+14
40022575,IN022576,900022574,AABC9426J,1.00E+14
40022576,IN022577,900022575,AABC9427J,1.00E+14
40022577,IN022578,900022576,AABC9428J,1.00E+14
40022578,IN022579,900022577,AABC9429J,1.00E+14
40022579,IN022580,900022578,AABC9430J,1.00E+14
40022580,IN022581,900022579,AABC9431J,1.00E+14
40022581,IN022582,900022580,AABC9432J,1.00E+14
40022582,IN022583,900022581,AABC9433J,1.00E+14
40022583,IN022584,900022582,AABC9434J,1.00E+14
40022584,IN022585,900022583,AABC9435J,1.00E+14
40022585,IN022586,900022584,AABC9436J,1.00E+14
40022586,IN022587,900022585,AABC9437J,1.00E+14
40022587,IN022588,900022586,AABC9438J,1.00E+14
40022588,IN022589,900022587,AABC9439J,1.00E+14
40022589,IN022590,900022588,AABC9440J,1.00E+14
40022590,IN022591,900022589,AABC9441J,1.00E+14
40022591,IN022592,900022590,AABC9442J,1.00E+14
40022592,IN022593,900022591,AABC9443J,1.00E+14
40022593,IN022594,900022592,AABC9444J,1.00E+14
40022594,IN022595,900022593,AABC9445J,1.00E+14
40022595,IN022596,900022594,AABC9446J,1.00E+14
40022596,IN022597,900022595,AABC9447J,1.00E+14
40022597,IN022598,900022596,AABC9448J,1.00E+14
40022598,IN022599,900022597,AABC9449J,1.00E+14
40022599,IN022600,900022598,AABC9450J,1.00E+14
40022600,IN022601,900022599,AABC9451J,1.00E+14
40022601,IN022602,900022600,AABC9452J,1.00E+14
40022602,IN022603,900022601,AABC9453J,1.00E+14
40022603,IN022604,900022602,AABC9454J,1.00E+14
40022604,IN022605,900022603,AABC9455J,1.00E+14
40022605,IN022606,900022604,AABC9456J,1.00E+14
40022606,IN022607,900022605,AABC9457J,1.00E+14
40022607,IN022608,900022606,AABC9458J,1.00E+14
40022608,IN022609,900022607,AABC9459J,1.00E+14
40022609,IN022610,900022608,AABC9460J,1.00E+14
40022610,IN022611,900022609,AABC9461J,1.00E+14
40022611,IN022612,900022610,AABC9462J,1.00E+14
40022612,IN022613,900022611,AABC9463J,1.00E+14
40022613,IN022614,900022612,AABC9464J,1.00E+14
40022614,IN022615,900022613,AABC9465J,1.00E+14
40022615,IN022616,900022614,AABC9466J,1.00E+14
40022616,IN022617,900022615,AABC9467J,1.00E+14
40022617,IN022618,900022616,AABC9468J,1.00E+14
40022618,IN022619,900022617,AABC9469J,1.00E+14
40022619,IN022620,900022618,AABC9470J,1.00E+14
40022620,IN022621,900022619,AABC9471J,1.00E+14
40022621,IN022622,900022620,AABC9472J,1.00E+14
40022622,IN022623,900022621,AABC9473J,1.00E+14
40022623,IN022624,900022622,AABC9474J,1.00E+14
40022624,IN022625,900022623,AABC9475J,1.00E+14
40022625,IN022626,900022624,AABC9476J,1.00E+14
40022626,IN022627,900022625,AABC9477J,1.00E+14
40022627,IN022628,900022626,AABC9478J,1.00E+14
40022628,IN022629,900022627,AABC9479J,1.00E+14
40022629,IN022630,900022628,AABC9480J,1.00E+14
40022630,IN022631,900022629,AABC9481J,1.00E+14
40022631,IN022632,900022630,AABC9482J,1.00E+14
40022632,IN022633,900022631,AABC9483J,1.00E+14
40022633,IN022634,900022632,AABC9484J,1.00E+14
40022634,IN022635,900022633,AABC9485J,1.00E+14
40022635,IN022636,900022634,AABC9486J,1.00E+14
40022636,IN022637,900022635,AABC9487J,1.00E+14
40022637,IN022638,900022636,AABC9488J,1.00E+14
40022638,IN022639,900022637,AABC9489J,1.00E+14
40022639,IN022640,900022638,AABC9490J,1.00E+14
40022640,IN022641,900022639,AABC9491J,1.00E+14
40022641,IN022642,900022640,AABC9492J,1.00E+14
40022642,IN022643,900022641,AABC9493J,1.00E+14
40022643,IN022644,900022642,AABC9494J,1.00E+14
40022644,IN022645,900022643,AABC9495J,1.00E+14
40022645,IN022646,900022644,AABC9496J,1.00E+14
40022646,IN022647,900022645,AABC9497J,1.00E+14
40022647,IN022648,900022646,AABC9498J,1.00E+14
40022648,IN022649,900022647,AABC9499J,1.00E+14
40022649,IN022650,900022648,AABC9500J,1.00E+14
40022650,IN022651,900022649,AABC9501J,1.00E+14
40022651,IN022652,900022650,AABC9502J,1.00E+14
40022652,IN022653,900022651,AABC9503J,1.00E+14
40022653,IN022654,900022652,AABC9504J,1.00E+14
40022654,IN022655,900022653,AABC9505J,1.00E+14
40022655,IN022656,900022654,AABC9506J,1.00E+14
40022656,IN022657,900022655,AABC9507J,1.00E+14
40022657,IN022658,900022656,AABC9508J,1.00E+14
40022658,IN022659,900022657,AABC9509J,1.00E+14
40022659,IN022660,900022658,AABC9510J,1.00E+14
40022660,IN022661,900022659,AABC9511J,1.00E+14
40022661,IN022662,900022660,AABC9512J,1.00E+14
40022662,IN022663,900022661,AABC9513J,1.00E+14
40022663,IN022664,900022662,AABC9514J,1.00E+14
40022664,IN022665,900022663,AABC9515J,1.00E+14
40022665,IN022666,900022664,AABC9516J,1.00E+14
40022666,IN022667,900022665,AABC9517J,1.00E+14
40022667,IN022668,900022666,AABC9518J,1.00E+14
40022668,IN022669,900022667,AABC9519J,1.00E+14
40022669,IN022670,900022668,AABC9520J,1.00E+14
40022670,IN022671,900022669,AABC9521J,1.00E+14
40022671,IN022672,900022670,AABC9522J,1.00E+14
40022672,IN022673,900022671,AABC9523J,1.00E+14
40022673,IN022674,900022672,AABC9524J,1.00E+14
40022674,IN022675,900022673,AABC9525J,1.00E+14
40022675,IN022676,900022674,AABC9526J,1.00E+14
40022676,IN022677,900022675,AABC9527J,1.00E+14
40022677,IN022678,900022676,AABC9528J,1.00E+14
40022678,IN022679,900022677,AABC9529J,1.00E+14
40022679,IN022680,900022678,AABC9530J,1.00E+14
40022680,IN022681,900022679,AABC9531J,1.00E+14
40022681,IN022682,900022680,AABC9532J,1.00E+14
40022682,IN022683,900022681,AABC9533J,1.00E+14
40022683,IN022684,900022682,AABC9534J,1.00E+14
40022684,IN022685,900022683,AABC9535J,1.00E+14
40022685,IN022686,900022684,AABC9536J,1.00E+14
40022686,IN022687,900022685,AABC9537J,1.00E+14
40022687,IN022688,900022686,AABC9538J,1.00E+14
40022688,IN022689,900022687,AABC9539J,1.00E+14
40022689,IN022690,900022688,AABC9540J,1.00E+14
40022690,IN022691,900022689,AABC9541J,1.00E+14
40022691,IN022692,900022690,AABC9542J,1.00E+14
40022692,IN022693,900022691,AABC9543J,1.00E+14
40022693,IN022694,900022692,AABC9544J,1.00E+14
40022694,IN022695,900022693,AABC9545J,1.00E+14
40022695,IN022696,900022694,AABC9546J,1.00E+14
40022696,IN022697,900022695,AABC9547J,1.00E+14
40022697,IN022698,900022696,AABC9548J,1.00E+14
40022698,IN022699,900022697,AABC9549J,1.00E+14
40022699,IN022700,900022698,AABC9550J,1.00E+14
40022700,IN022701,900022699,AABC9551J,1.00E+14
40022701,IN022702,900022700,AABC9552J,1.00E+14
40022702,IN022703,900022701,AABC9553J,1.00E+14
40022703,IN022704,900022702,AABC9554J,1.00E+14
40022704,IN022705,900022703,AABC9555J,1.00E+14
40022705,IN022706,900022704,AABC9556J,1.00E+14
40022706,IN022707,900022705,AABC9557J,1.00E+14
40022707,IN022708,900022706,AABC9558J,1.00E+14
40022708,IN022709,900022707,AABC9559J,1.00E+14
40022709,IN022710,900022708,AABC9560J,1.00E+14
40022710,IN022711,900022709,AABC9561J,1.00E+14
40022711,IN022712,900022710,AABC9562J,1.00E+14
40022712,IN022713,900022711,AABC9563J,1.00E+14
40022713,IN022714,900022712,AABC9564J,1.00E+14
40022714,IN022715,900022713,AABC9565J,1.00E+14
40022715,IN022716,900022714,AABC9566J,1.00E+14
40022716,IN022717,900022715,AABC9567J,1.00E+14
40022717,IN022718,900022716,AABC9568J,1.00E+14
40022718,IN022719,900022717,AABC9569J,1.00E+14
40022719,IN022720,900022718,AABC9570J,1.00E+14
40022720,IN022721,900022719,AABC9571J,1.00E+14
40022721,IN022722,900022720,AABC9572J,1.00E+14
40022722,IN022723,900022721,AABC9573J,1.00E+14
40022723,IN022724,900022722,AABC9574J,1.00E+14
40022724,IN022725,900022723,AABC9575J,1.00E+14
40022725,IN022726,900022724,AABC9576J,1.00E+14
40022726,IN022727,900022725,AABC9577J,1.00E+14
40022727,IN022728,900022726,AABC9578J,1.00E+14
40022728,IN022729,900022727,AABC9579J,1.00E+14
40022729,IN022730,900022728,AABC9580J,1.00E+14
40022730,IN022731,900022729,AABC9581J,1.00E+14
40022731,IN022732,900022730,AABC9582J,1.00E+14
40022732,IN022733,900022731,AABC9583J,1.00E+14
40022733,IN022734,900022732,AABC9584J,1.00E+14
40022734,IN022735,900022733,AABC9585J,1.00E+14
40022735,IN022736,900022734,AABC9586J,1.00E+14
40022736,IN022737,900022735,AABC9587J,1.00E+14
40022737,IN022738,900022736,AABC9588J,1.00E+14
40022738,IN022739,900022737,AABC9589J,1.00E+14
40022739,IN022740,900022738,AABC9590J,1.00E+14
40022740,IN022741,900022739,AABC9591J,1.00E+14
40022741,IN022742,900022740,AABC9592J,1.00E+14
40022742,IN022743,900022741,AABC9593J,1.00E+14
40022743,IN022744,900022742,AABC9594J,1.00E+14
40022744,IN022745,900022743,AABC9595J,1.00E+14
40022745,IN022746,900022744,AABC9596J,1.00E+14
40022746,IN022747,900022745,AABC9597J,1.00E+14
40022747,IN022748,900022746,AABC9598J,1.00E+14
40022748,IN022749,900022747,AABC9599J,1.00E+14
40022749,IN022750,900022748,AABC9600J,1.00E+14
40022750,IN022751,900022749,AABC9601J,1.00E+14
40022751,IN022752,900022750,AABC9602J,1.00E+14
40022752,IN022753,900022751,AABC9603J,1.00E+14
40022753,IN022754,900022752,AABC9604J,1.00E+14
40022754,IN022755,900022753,AABC9605J,1.00E+14
40022755,IN022756,900022754,AABC9606J,1.00E+14
40022756,IN022757,900022755,AABC9607J,1.00E+14
40022757,IN022758,900022756,AABC9608J,1.00E+14
40022758,IN022759,900022757,AABC9609J,1.00E+14
40022759,IN022760,900022758,AABC9610J,1.00E+14
40022760,IN022761,900022759,AABC9611J,1.00E+14
40022761,IN022762,900022760,AABC9612J,1.00E+14
40022762,IN022763,900022761,AABC9613J,1.00E+14
40022763,IN022764,900022762,AABC9614J,1.00E+14
40022764,IN022765,900022763,AABC9615J,1.00E+14
40022765,IN022766,900022764,AABC9616J,1.00E+14
40022766,IN022767,900022765,AABC9617J,1.00E+14
40022767,IN022768,900022766,AABC9618J,1.00E+14
40022768,IN022769,900022767,AABC9619J,1.00E+14
40022769,IN022770,900022768,AABC9620J,1.00E+14
40022770,IN022771,900022769,AABC9621J,1.00E+14
40022771,IN022772,900022770,AABC9622J,1.00E+14
